id,title,description,skills
syn_370,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_371,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_372,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_373,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_374,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_375,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_376,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_377,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_378,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_379,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_380,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_381,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_382,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_383,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_384,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_385,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_386,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_387,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_388,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_389,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_390,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_391,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_392,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_393,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_394,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_395,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_396,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_397,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_398,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_399,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_400,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_401,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_402,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_403,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_404,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_405,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_406,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_407,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_408,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_409,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_410,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_411,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_412,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_413,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_414,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_415,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_416,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_417,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_418,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_419,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_420,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_421,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_422,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_423,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_424,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_425,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_426,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_427,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_428,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_429,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_430,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_431,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_432,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_433,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_434,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_435,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_436,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_437,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_438,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_439,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_440,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_441,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_442,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_443,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_444,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_445,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_446,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_447,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_448,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_449,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_450,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_451,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_452,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_453,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_454,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_455,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_456,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_457,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_458,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_459,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_460,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_461,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_462,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_463,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_464,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_465,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_466,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_467,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_468,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_469,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_470,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_471,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_472,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_473,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_474,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_475,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_476,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_477,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_478,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_479,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_480,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_481,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_482,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_483,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_484,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_485,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_486,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_487,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_488,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_489,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_490,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_491,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_492,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_493,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_494,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_495,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_496,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_497,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_498,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_499,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_500,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_501,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_502,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_503,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_504,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_505,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_506,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_507,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_508,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_509,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_510,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_511,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_512,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_513,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_514,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_515,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_516,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_517,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_518,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_519,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_520,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_521,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_522,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_523,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_524,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_525,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_526,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_527,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_528,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_529,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_530,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_531,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_532,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_533,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_534,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_535,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_536,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_537,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_538,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_539,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_540,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_541,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_542,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_543,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_544,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_545,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_546,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_547,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_548,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_549,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_550,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_551,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_552,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_553,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
